D1,S1,D2,S2,label
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB00603,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB09389,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB00481,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB00759,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB09225,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB08626,[H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB01408,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB00763,CN1C=CNC1=S,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB09041,OB1OCC2=CC(F)=CC=C12,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB04743,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB01327,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB11529,[H][C@@]12CC(=C)[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,0
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,DB02925,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00748,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01525,[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(O)=O)N2C,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00532,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00104,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01179,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB06739,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB06737,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB02557,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01364,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00594,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01422,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB09212,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB11383,[H]\C1=C([H])/[C@]2([H])O[C@@]2([H])C[C@@]([H])(C)OC(=O)C[C@@]([H])(OC(C)=O)[C@]([H])(OC)[C@@]([H])(O[C@]2([H])O[C@]([H])(C)[C@@]([H])(O[C@@]3([H])C[C@@](C)(O)[C@@]([H])(OC(=O)CC(C)C)[C@]([H])(C)O3)[C@]([H])(N(C)C)[C@@]2([H])O)[C@@]([H])(CC=O)C[C@@]([H])(C)C1=O,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB08983,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCOC(=O)C1=CN=CC=C1,0
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00686,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00241,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB01189,FC(F)OC(F)C(F)(F)F,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00983,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB11560,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB06690,[O-][N+]#N,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00554,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00938,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00214,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB06402,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB06262,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB01143,NCCCNCCSP(O)(O)=O,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00764,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB07402,[H][C@@]1(CC=C)C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00389,CCOC(=O)N1C=CN(C)C1=S,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00823,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB00487,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,0
DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,DB02638,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB01166,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00947,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00961,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB12930,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB01588,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00599,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB01155,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB01484,COC1=CC(Br)=C(OC)C=C1CC(C)N,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB01214,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB01144,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB09274,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00795,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00493,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB06160,C[C@H]1NCC2=CC(=CC=C12)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O,0
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00226,NC(N)=NCC1COC2(CCCCC2)O1,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB00185,CC1O[C@@]2(CS1)CN1CCC2CC1,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01075,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01018,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB06708,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB00497,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB00807,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01349,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB09082,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB12991,NCCCNCCCCNC(=O)[C@H](O)NC(=O)CCCCCCNC(N)=N,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB00388,CNC[C@H](O)C1=CC(O)=CC=C1,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01073,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01141,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB06196,[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01212,[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB08887,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01606,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,0
DB01156,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01048,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00869,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB09243,[H]N([H])N([H])C1=NN=C(C=C1)C(=O)N([H])[H],0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00377,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00807,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB01409,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00710,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB12781,CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00368,NC[C@H](O)C1=CC(O)=C(O)C=C1,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00293,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB00746,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB01600,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB01331,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O,0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB11619,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],0
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,DB06706,CNC(C)CCC=C(C)C,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB01178,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB00843,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB00712,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB11428,CC(C1=CN=CN1)C1=CC=CC(C)=C1C,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB06690,[O-][N+]#N,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB09252,[H]N(CC1=CC=CC=C1)N([H])C(=O)C(C)(C)C,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB06739,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB00755,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB08836,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB08952,CC(C)NCC(O)COC1=CC=CC2=C1C=CC2,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB01158,CC[N+](C)(C)CC1=CC=CC=C1Br,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB04794,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB04552,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB01139,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB00591,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB02789,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,0
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB12131,[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OCC,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB01551,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB01463,CCNC1C2CCC(C2)C1C1=CC=CC=C1,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00753,FC(F)OC(Cl)C(F)(F)F,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00474,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00337,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00296,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00697,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00556,FC(F)(F)C(F)(F)C(F)(F)F,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB08962,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@@H]1[C@H](O)[C@]2(C)CC[C@H]1C2(C)C,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00884,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB08897,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB06608,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB06691,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,0
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,DB00467,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,0
